"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1853966366329749926","Wed Nov 06 01:03:21 +0000 2024","1369","Mendukung lulusan LPDP untuk tidak pulang ke Indonesia usai lulus kuliah dengan catatan diganti menjadi Student Loan. Artinya duit mesti dikembalikan ke negara setelah lulus kuliah dan bekerja. Everyone wins. Atau kalau mau balik ke Indonesia pastikan sesuai dengan rencana","1853966366329749926","","","in","Busan, Republic of Korea","43","33","416","https://x.com/primawansatrio/status/1853966366329749926","104823513","primawansatrio"
"1853264403174752722","Mon Nov 04 02:34:00 +0000 2024","10652","Pajak dipake buat LPDP kan tujuannya buat bayarin bapak ibu dpt akses pendidikan yang lebih baik. Bukan bayarin kabur dari Indonesia.","1853264403174752722","","","in","Indonesia","118","153","2429","https://x.com/hrdbacot/status/1853264403174752722","501800437","hrdbacot"
"1851523550890598439","Wed Oct 30 07:16:28 +0000 2024","17722"," Ini airnya udah didoain orang pintar Pintar gimana? Penerima beasiswa LPDP ","1851523550890598439","","","in","geographically unstable","288","151","3820","https://x.com/GelarPrakosa/status/1851523550890598439","391092810","GelarPrakosa"
"1853234154982494569","Mon Nov 04 00:33:48 +0000 2024","23292","Apapun alasannya seluruh warga Indonesia berhak mempertanyakan Alumni LPDP abis kuliah ngapain dan apakah ngejalanin syarat yang udah mereka sepakati saat daftar. Salah mah salah aja. Titik.","1853234154982494569","","","in","Godric's Hollow","202","142","5430","https://x.com/angga_fzn/status/1853234154982494569","238859222","angga_fzn"
"1853275975385231586","Mon Nov 04 03:19:59 +0000 2024","15475","Sebagai alumni LPDP jujur risih sendiri sama orang yang belain awardee yang ga pulang dengan alasan pekerjaan di luar lebih layak atau Indonesia ga bisa mewadahi skill set nya. Bro itu kan bukannya poinnya. Udah jelas2 tertera di kontrak kalau harus balik ke Indo selama 2n+1","1853275975385231586","","","in","","157","101","2017","https://x.com/gilaaaangssss/status/1853275975385231586","1119797900819587077","gilaaaangssss"
"1853814837618593796","Tue Nov 05 15:01:14 +0000 2024","29","Bravooooo! Yang penting Merah Putih! Bagusnya emang penerima LPDP bisa mengembangkan sayap dlu di Luar negeri. Cuman PR nya memastikan kontribusinya itu tetap sesuai perjanjian awal. Kutip sedikit ide pa Anies tentang LPDP. https://t.co/y4vxscAM9c","1853814837618593796","https://pbs.twimg.com/media/GboSxVrasAAb9AG.jpg","","in","","0","6","6","https://x.com/Paradox_Buzz/status/1853814837618593796","1744699901462843392","Paradox_Buzz"
"1853264403174752722","Mon Nov 04 12:03:02 +0000 2024","210","@hrdbacot Bagi belum tau berapa itung itungan duitnya LPDP ini aku unduh di web lpdpnya langsung. https://t.co/YM5ovioSDQ","1853407605781320038","https://pbs.twimg.com/media/GbigY-0a8AAkPGg.jpg","hrdbacot","in","Sidoarjo, Indonesia","7","7","34","https://x.com/taufanjiee/status/1853407605781320038","1407230884458110977","taufanjiee"
"1853847275035914564","Tue Nov 05 17:10:07 +0000 2024","778","Friendly reminder that this statement can mean nothing. LPDP di bawah Kemenkeu selama aturan direktur LPDP dan kontrak yg di ttd awardee belum diubah maka awardee yg tidak pulang = wanprestrasi.","1853847275035914564","","","in","Yogyakarta, Indonesia","7","14","252","https://x.com/nabiylarisfa/status/1853847275035914564","37574084","nabiylarisfa"
"1852159378884845814","Fri Nov 01 01:23:02 +0000 2024","86","Sebelum bilang gini coba kenalan dulu lebih lanjut sm LPDP. Bisa dilihat pemanfaatan dana LPDP termasuk utk PPG juga. Kenapa utk membenahi sektor lain harus menghilangkan program yang udah bagus? LPDP seleksinya ketat bgt hanya mmg perlu kaji ulang di kontribusi alumninya aja https://t.co/Y6XwsiucIz","1852159378884845814","https://pbs.twimg.com/media/GbQxIWma4AASy3A.jpg","","in","","4","5","11","https://x.com/_hnfarhanah/status/1852159378884845814","271931505","_hnfarhanah"
"1852605079590723848","Sat Nov 02 06:54:05 +0000 2024","158","Krn twit ini saya jadi penasaran soal dana LPDP ini dan ternyata sangat fantastis 119 1T Lebih gilanya dana bidikmisi cuma 10T Sbg mantan penerima bidikmisi hal ini cukup membuat gusar. Bayangkan kalau dananya dibagi rata brp ribu orang yg bisa kuliah dengan tenang. https://t.co/K0LIZRLPfo","1852605079590723848","https://pbs.twimg.com/media/GbXGf0obIAAThQ4.jpg","","in","Malang, Jawa Timur","6","10","57","https://x.com/mahardikov/status/1852605079590723848","128646150","mahardikov"
"1852550929817776133","Sat Nov 02 03:18:55 +0000 2024","29","Despite memang ada anak-anak yang dapat LPDP yang brengsek tapi IMO kebencian netizen kepada LPDP (dan para penerimanya) agak berlebihan apa mungkin muncul dari kepahitan dan kepatah hatian tidak bisa mengambil atau lolos LPDP?","1852550929817776133","","","in","JKT","4","5","3","https://x.com/tygerd/status/1852550929817776133","49648393","tygerd"
"1853318539026821240","Mon Nov 04 06:09:07 +0000 2024","14474","Suami pernah heran masalah kenapa awardee kok diharuskan pulang. Kayaknya di negara lain gak gitu. Lalu aku jelasin kalo LPDP itu sifatnya: - bukan pinjaman - ada perjanjian untuk balik - pakai taxpayer s money Baru akhirnya dia ngerti. Dipikirnya LPDP itu student loan ","1853318539026821240","","","in","North Sea","72","60","2158","https://x.com/janedoeisliving/status/1853318539026821240","2700885222","janedoeisliving"
"1852488282027987228","Fri Nov 01 23:09:58 +0000 2024","26","Setuju banget. Mana banyak yg gamau pulang abis study. Mending lo kalo gamau balik Indo ya cari beasiswa lain. Gue gak pernah mau pakek LPDP karena tujuan gue emang gak balik ke Indo setelah study. That's why gue milih biaya mandiri. Minimal tuh tau diri lah jangan ngelunjak","1852488282027987228","","","in","","0","3","7","https://x.com/Maddiechlerin/status/1852488282027987228","2337707935","Maddiechlerin"
